Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Weight_Est,Porometer,Porometer_Est,PercentBrown,PercentBrown_Est,PercentGreen,PercentRed,Dead,Dead_Count,Heatwave_graph,Heatwave,SampleSize,SampleSize_Porometer,SampleSize_Weekly_Dead,SampleSize_Weekly_PercentBrown,SampleSize_Weekly_Photos,SampleSize_Weekly_Weight,SampleSize_Weekly_Porometer,Dead_Week,Stress_Week_Weight,Stress_Week_Avg_Weight,Stress_to_Dead_Weight,Stress_Week_Porometer,Stress_Week_Avg_Porometer,Stress_to_Dead_Porometer,SD_PercentBrown,SD_PercentRed,SD_Weight_Total,SD_Weight_Water,SD_Porometer,WaterWeight_Calc,PercentWater
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO44,Ambient,Drought,no,7.08,164,5,4.08,9.5,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Ponderosa Pine,no,20,NA,12,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,1,642,642,NA,NA,10,10,73.83,25.24,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,3.35410196624968,7.810297,78.0596263324255,56.8437146458326,NA,341,100
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,1.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3.35410196624968,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,10,306,306,NA,NA,75,75,9.42,89.71,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,27.8907643646083,30.31065,48.5986787777957,22.9884982682988,NA,5,1.46627565982405
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,10.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,25.6289310206875,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,11,304,304,NA,NA,75,75,0.06,98.57,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,19.8679853559757,31.92916,41.5518382644847,14.8007823406311,NA,3,0.879765395894428
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,11.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,17.2653440528464,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,12,302,302,NA,NA,75,75,0.01,99.01,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,16.9441808051583,22.08964,37.797103759833,8.42599361624803,NA,1,0.293255131964809
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,12.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,18.8554054793174,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,13,301,301,NA,NA,75,75,0.06,99.17,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,18.6572266230316,14.20557,34.6505487159408,0.307793505625546,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,13.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,14,NA,301,NA,NA,NA,75,0.06,99.17,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,13.9924791829115,4.859787,34.6490297578142,0.307793505625546,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,14.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,15,NA,301,NA,NA,NA,75,0.06,99.17,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,7.65626678301061,2.441735,34.6402184872166,0,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,15.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,7.65626678301061,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,16,NA,301,NA,NA,NA,75,0.06,99.17,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,7.65626678301061,2.441735,34.6402184872166,0,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,2,603,603,NA,NA,10,10,84.53,14.45,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,3.35410196624968,6.212585,79.9647948853283,56.9685739776996,NA,302,88.5630498533724
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,2.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,3,562,562,NA,NA,10,10,67.16,31.67,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,6.15587011251092,9.505622,83.1044998464995,58.9801706195887,NA,261,76.5395894428152
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,3.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10.5724318767951,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,4,508,508,NA,NA,10,10,81.97,16.55,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,10.5256578741763,9.404594,86.9354872728532,62.2788931044522,NA,207,60.7038123167155
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,4.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,11.8627013875646,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,5,445,445,NA,NA,10,10,75.99,22.79,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,19.5660151121382,16.96967,83.4587197046351,59.7366809643085,NA,144,42.2287390029325
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,5.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,21.2302539836556,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,6,420,420,NA,NA,25,25,70.06,28.75,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,20.2792997906732,15.68457,76.0855474207539,51.9202576832467,NA,119,34.8973607038123
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,6.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22.2589426145042,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,7,397,397,NA,NA,10,10,70.15,28.72,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,21.8547838915732,20.09564,64.5309187419814,40.7051011933135,NA,96,28.1524926686217
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,7.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,25.0263019536184,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,8,367,367,NA,NA,50,50,47.09,51.74,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,26.421432687558,20.95293,57.554916567159,32.8381597663771,NA,66,19.3548387096774
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,8.5,NA,NA,NA,NA,50,50,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,27.241609041279,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,9,328,328,NA,NA,50,50,66.9,31.17,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10,4.28758808534362,4.39062710385188,5.71241191465638,NA,NA,NA,27.241609041279,22.84717,54.4009239472621,28.9793029591811,NA,27,7.91788856304985
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO45,Ambient,Drought,no,8.08,256,6,6.67,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ponderosa Pine,no,20,NA,12,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,1,672,672,154.6,154.6,10,10,72.01,27.09,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,3.35410196624968,7.810297,78.0596263324255,56.8437146458326,84.7062269782387,353,100
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,1.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,3.35410196624968,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,10,359,359,36.1,36.1,25,25,64.05,34.98,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,27.8907643646083,30.31065,48.5986787777957,22.9884982682988,16.0460310080441,40,11.3314447592068
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,10.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,25.6289310206875,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,11,341,341,42.5,42.5,50,50,63.69,34.48,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,19.8679853559757,31.92916,41.5518382644847,14.8007823406311,20.0927737148348,22,6.23229461756374
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,11.5,NA,NA,NA,NA,50,50,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,17.2653440528464,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,12,323,323,60.6,60.6,50,50,36.39,62.29,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,16.9441808051583,22.08964,37.797103759833,8.42599361624803,18.4649096637078,4,1.13314447592068
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,12.5,NA,NA,NA,NA,50,50,NA,NA,dead,1,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,18.8554054793174,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,13,320,320,38.4,38.4,50,50,7.62,91.36,dead,1,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,18.6572266230316,14.20557,34.6505487159408,0.307793505625546,14.5185130857889,1,0.28328611898017
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,13.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,14,320,320,63.7,63.7,75,75,1.92,96.79,dead,1,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,13.9924791829115,4.859787,34.6490297578142,0.307793505625546,33.1923016509685,1,0.28328611898017
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,14.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,15,319,319,63.4,63.4,90,90,0.06,96.81,dead,1,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,7.65626678301061,2.441735,34.6402184872166,0,20.0488403654675,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,15.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,7.65626678301061,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,16,NA,319,NA,0,NA,90,0.06,96.81,dead,1,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,7.65626678301061,2.441735,34.6402184872166,0,0,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,2,641,641,122.5,122.5,10,10,82.17,16.54,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,3.35410196624968,6.212585,79.9647948853283,56.9685739776996,74.0962354719261,322,91.2181303116147
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,2.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,3,604,604,205.8,205.8,10,10,70.1,29.03,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,6.15587011251092,9.505622,83.1044998464995,58.9801706195887,68.7000889535248,285,80.7365439093484
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,3.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,10.5724318767951,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,4,554,554,182.2,182.2,10,10,80.53,18.07,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,10.5256578741763,9.404594,86.9354872728532,62.2788931044522,88.8796070848401,235,66.5722379603399
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,4.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,11.8627013875646,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,5,482,482,125.3,125.3,25,25,73.48,25.05,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,19.5660151121382,16.96967,83.4587197046351,59.7366809643085,58.1681432477339,163,46.1756373937677
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,5.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,21.2302539836556,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,6,462,462,66.1,66.1,25,25,72.26,26.43,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,20.2792997906732,15.68457,76.0855474207539,51.9202576832467,14.3599791086199,143,40.5099150141643
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,6.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,22.2589426145042,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,7,439,439,64.1,64.1,10,10,71.24,27.61,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,21.8547838915732,20.09564,64.5309187419814,40.7051011933135,22.4331203556012,120,33.9943342776204
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,7.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,25.0263019536184,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,8,411,411,57.2,57.2,25,25,61.03,37.96,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,26.421432687558,20.95293,57.554916567159,32.8381597663771,9.79478319197407,92,26.0623229461756
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,8.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,10,20,20,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,27.241609041279,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,9,385,385,48.4,48.4,10,10,82.61,15.68,alive,0,Ponderosa Pine,no,20,10,20,20,20,20,10,12.5,4.2809890837068,4.39062710385188,8.7190109162932,6,6,7,27.241609041279,22.84717,54.4009239472621,28.9793029591811,7.30962835352569,66,18.6968838526912
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO46,Ambient,Drought,yes,6.7,217,5,3.06,9.5,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Ponderosa Pine,no,20,10,12,0,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,1,647,647,NA,NA,10,10,79.6,19.89,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,3.35410196624968,7.810297,78.0596263324255,56.8437146458326,NA,342,100
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,1.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,3.35410196624968,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,10,312,312,NA,NA,75,75,34.32,65.11,alive,0,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,27.8907643646083,30.31065,48.5986787777957,22.9884982682988,NA,7,2.04678362573099
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,10.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,25.6289310206875,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,11,309,309,NA,NA,75,75,4.4,94.08,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,19.8679853559757,31.92916,41.5518382644847,14.8007823406311,NA,4,1.16959064327485
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,11.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,17.2653440528464,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,12,307,307,NA,NA,75,75,1.17,97.43,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,16.9441808051583,22.08964,37.797103759833,8.42599361624803,NA,2,0.584795321637427
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,12.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,18.8554054793174,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,13,305,305,NA,NA,50,50,5.4,92.9,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,18.6572266230316,14.20557,34.6505487159408,0.307793505625546,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,13.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,14,NA,305,NA,NA,NA,75,5.4,92.9,dead,1,Ponderosa Pine,no,20,NA,20,20,20,20,NA,10.5,4.31931823153471,4.39062710385188,6.68068176846529,NA,NA,NA,13.9924791829115,4.859787,34.6490297578142,0.307793505625546,NA,0,0
1,1,Pinus ponderosa,Ponderosa Pine,PIPO,PIPO47,Ambient,Drought,no,8.73,190,4,3.15,14.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Ponderosa Pine,no,20,NA,20,20,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
