ScientificName,Species,Treatment_temp,Treatment_water,Week,SampleSize_Weekly_PercentBrown,Dead_Count,PercentBrown,PercentBrown_Est,PercentGreen_Est,SD_PercentBrown
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,1.5,20,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,2,20,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,2.5,20,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,3,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,3.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,4,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,4.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,5,20,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,5.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,6,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,6.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,7,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,8,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,8.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,9,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,9.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,10,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,10.5,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,11,20,0,11,11,89,3.35410196624968
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,11.5,20,0,12,12,88,4.61690258438319
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,12,20,0,12,12,88,4.61690258438319
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,12.5,20,0,18,18,82,7.69483764063866
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,13,20,0,18,18,82,7.69483764063866
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,13.5,20,0,25,25,75,16.0979730662623
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,14,20,0,18,18,82,7.65626678301061
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,14.5,20,1,19,19,81,7.53937034925052
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,15,20,7,27,27,73,15.2414773424018
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,15.5,20,8,28,28,72,23.4183913331292
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,16.5,19,8,49,49,51,32.5679676157399
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,17,20,10,60,60,40,32.0320563120594
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,17.5,20,11,58,58,42,27.8376401752432
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,18,20,11,63,63,37,27.0708135704936
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,18.5,20,15,63,64,36,27.4952148946915
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,19,20,15,59,61,39,25.7147817412476
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,19.5,20,16,59,61,39,26.2377791101225
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,20,20,16,70,71,29,24.1309475897435
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,20.5,20,17,76,76,24,18.6289955092649
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,21,20,19,78,78,22,20.9070625186298
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,21.5,20,20,50,78,22,20.9070625186298
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,22,20,20,45,77,23,21.8532786893336
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,22.5,20,20,50,80,20,18.0987786735372
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,23,20,20,56,81,19,16.7489198394844
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,23.5,20,20,25,81,19,16.7489198394844
Pseudotsuga menziesii,PSME,Ambient_HW,Drought,24,20,20,25,81,19,16.7489198394844
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,1,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,1.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,2,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,2.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,3,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,3.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,4,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,4.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,5.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,6,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,6.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,7,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,8,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,8.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,9,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,9.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,10,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,10.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,11,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,11.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,12,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,12.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,13,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,13.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,14,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,14.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,15,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,15.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,16.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,17,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,17.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,18,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,18.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,19,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,19.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,20,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,20.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,21,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,21.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,22,5,0,16,16,84,8.21583836257749
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,22.5,5,0,10,10,90,0
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,23,5,0,13,13,87,6.70820393249937
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,23.5,5,0,16,16,84,8.21583836257749
Pseudotsuga menziesii,PSME,Ambient_HW,Watered,24,5,0,16,16,84,8.21583836257749
