Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,WeightMin,WeightMax,Weight_Est,WaterWeight_Base,WaterWeight_Calc,PercentWater
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,7,706,95.4,10,alive,0,Douglas fir_heatwave,yes,NA,NA,706,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,8,528,129,10,alive,0,Douglas fir_heatwave,yes,NA,NA,528,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,9,601,77.1,10,alive,0,Douglas fir_heatwave,yes,NA,NA,601,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,10,540,210.1,10,alive,0,Douglas fir_heatwave,yes,NA,NA,540,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,11,599,86.8,10,alive,0,Douglas fir_heatwave,yes,NA,NA,599,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,12,527,189.7,10,alive,0,Douglas fir_heatwave,yes,NA,NA,527,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,13,609,120,10,alive,0,Douglas fir_heatwave,yes,NA,NA,609,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,14,537,177.3,10,alive,0,Douglas fir_heatwave,yes,NA,NA,537,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,15,579,134.3,10,alive,0,Douglas fir_heatwave,yes,NA,NA,579,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,16,NA,93.9,NA,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,17,616,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,616,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,18,542,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,542,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,19,625,46.5,10,alive,0,Douglas fir_heatwave,yes,NA,NA,625,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,20,532,164.6,10,alive,0,Douglas fir_heatwave,yes,NA,NA,532,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,21,607,114,10,alive,0,Douglas fir_heatwave,yes,NA,NA,607,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,22,522,84.2,10,alive,0,Douglas fir_heatwave,yes,NA,NA,522,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,23,548,69.5,10,alive,0,Douglas fir_heatwave,yes,NA,NA,548,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME04,Ambient_HW,Watered,yes,5.89,418,5,10.35,24,475,121.8,10,alive,0,Douglas fir_heatwave,yes,NA,NA,475,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,1,742,116.3,10,alive,0,Douglas fir_heatwave,yes,NA,NA,742,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,2,735,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,735,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,3,757,198,10,alive,0,Douglas fir_heatwave,yes,NA,NA,757,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,4,741,283.2,10,alive,0,Douglas fir_heatwave,yes,NA,NA,741,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,5,760,188,10,alive,0,Douglas fir_heatwave,yes,NA,NA,760,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,6,728,222.6,10,alive,0,Douglas fir_heatwave,yes,NA,NA,728,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,7,757,153.5,10,alive,0,Douglas fir_heatwave,yes,NA,NA,757,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,8,636,124.8,10,alive,0,Douglas fir_heatwave,yes,NA,NA,636,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,9,711,129.2,10,alive,0,Douglas fir_heatwave,yes,NA,NA,711,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,10,665,206.1,10,alive,0,Douglas fir_heatwave,yes,NA,NA,665,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,11,691,108.2,10,alive,0,Douglas fir_heatwave,yes,NA,NA,691,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,12,636,268.3,10,alive,0,Douglas fir_heatwave,yes,NA,NA,636,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,13,700,151.8,10,alive,0,Douglas fir_heatwave,yes,NA,NA,700,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,14,634,169.9,10,alive,0,Douglas fir_heatwave,yes,NA,NA,634,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,15,670,130.8,10,alive,0,Douglas fir_heatwave,yes,NA,NA,670,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,16,NA,80.8,NA,alive,0,Douglas fir_heatwave,yes,NA,NA,NA,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,17,715,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,715,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,18,654,NA,10,alive,0,Douglas fir_heatwave,yes,NA,NA,654,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,19,715,69.3,10,alive,0,Douglas fir_heatwave,yes,NA,NA,715,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,20,650,120.9,10,alive,0,Douglas fir_heatwave,yes,NA,NA,650,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,21,703,104.5,10,alive,0,Douglas fir_heatwave,yes,NA,NA,703,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,22,630,49.2,25,alive,0,Douglas fir_heatwave,yes,NA,NA,630,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,23,672,53.7,10,alive,0,Douglas fir_heatwave,yes,NA,NA,672,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME05,Ambient_HW,Watered,yes,7.72,385,4,7.56,24,606,88.6,25,alive,0,Douglas fir_heatwave,yes,NA,NA,606,NA,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,1,714,52.9,10,alive,0,Douglas fir_heatwave,yes,328,714,714,386,386,100
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,2,707,144,10,alive,0,Douglas fir_heatwave,yes,328,714,707,386,379,98.1865284974093
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,3,686,128.2,10,alive,0,Douglas fir_heatwave,yes,328,714,686,386,358,92.7461139896373
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,4,674,247,10,alive,0,Douglas fir_heatwave,yes,328,714,674,386,346,89.6373056994819
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,5,656,141.3,10,alive,0,Douglas fir_heatwave,yes,328,714,656,386,328,84.9740932642487
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,6,628,73.6,10,alive,0,Douglas fir_heatwave,yes,328,714,628,386,300,77.720207253886
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,7,626,75.5,10,alive,0,Douglas fir_heatwave,yes,328,714,626,386,298,77.2020725388601
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,8,507,85.5,10,alive,0,Douglas fir_heatwave,yes,328,714,507,386,179,46.3730569948187
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,9,474,200.4,10,alive,0,Douglas fir_heatwave,yes,328,714,474,386,146,37.8238341968912
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,10,439,155.4,10,alive,0,Douglas fir_heatwave,yes,328,714,439,386,111,28.7564766839378
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,11,403,81.1,10,alive,0,Douglas fir_heatwave,yes,328,714,403,386,75,19.4300518134715
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,12,379,145.6,10,alive,0,Douglas fir_heatwave,yes,328,714,379,386,51,13.2124352331606
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,13,365,72.2,10,alive,0,Douglas fir_heatwave,yes,328,714,365,386,37,9.58549222797927
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,14,353,109.1,10,alive,0,Douglas fir_heatwave,yes,328,714,353,386,25,6.47668393782383
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,15,345,95.4,25,alive,0,Douglas fir_heatwave,yes,328,714,345,386,17,4.40414507772021
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,16,NA,52.6,NA,alive,0,Douglas fir_heatwave,yes,328,714,NA,386,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,17,337,NA,50,alive,0,Douglas fir_heatwave,yes,328,714,337,386,9,2.33160621761658
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,18,333,NA,75,alive,0,Douglas fir_heatwave,yes,328,714,333,386,5,1.29533678756477
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,19,331,35.4,50,dead,1,Douglas fir_heatwave,yes,328,714,331,386,3,0.77720207253886
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,20,330,66.4,75,dead,1,Douglas fir_heatwave,yes,328,714,330,386,2,0.518134715025907
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,21,328,62.7,75,dead,1,Douglas fir_heatwave,yes,328,714,328,386,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,328,714,328,386,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,328,714,328,386,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME06,Ambient_HW,Drought,yes,7.15,451,4,6.46,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,328,714,328,386,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,1,592,242.8,10,alive,0,Douglas fir_heatwave,yes,298,592,592,294,294,100
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,2,586,146.6,10,alive,0,Douglas fir_heatwave,yes,298,592,586,294,288,97.9591836734694
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,3,547,328.2,10,alive,0,Douglas fir_heatwave,yes,298,592,547,294,249,84.6938775510204
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,4,521,246.7,10,alive,0,Douglas fir_heatwave,yes,298,592,521,294,223,75.8503401360544
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,5,483,156.4,10,alive,0,Douglas fir_heatwave,yes,298,592,483,294,185,62.9251700680272
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,6,435,301.8,10,alive,0,Douglas fir_heatwave,yes,298,592,435,294,137,46.5986394557823
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,7,405,171.6,10,alive,0,Douglas fir_heatwave,yes,298,592,405,294,107,36.3945578231293
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,8,337,65.2,10,alive,0,Douglas fir_heatwave,yes,298,592,337,294,39,13.265306122449
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,9,330,63.6,10,alive,0,Douglas fir_heatwave,yes,298,592,330,294,32,10.8843537414966
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,10,322,76.8,10,alive,0,Douglas fir_heatwave,yes,298,592,322,294,24,8.16326530612245
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,11,316,43.4,10,alive,0,Douglas fir_heatwave,yes,298,592,316,294,18,6.12244897959184
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,12,311,79.5,10,alive,0,Douglas fir_heatwave,yes,298,592,311,294,13,4.42176870748299
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,13,308,70.8,25,alive,0,Douglas fir_heatwave,yes,298,592,308,294,10,3.40136054421769
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,14,305,79.9,25,alive,0,Douglas fir_heatwave,yes,298,592,305,294,7,2.38095238095238
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,15,304,89.9,50,dead,1,Douglas fir_heatwave,yes,298,592,304,294,6,2.04081632653061
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,16,NA,35.2,NA,dead,1,Douglas fir_heatwave,yes,298,592,NA,294,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,17,NA,NA,90,dead,1,Douglas fir_heatwave,yes,298,592,NA,294,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,18,NA,NA,90,dead,1,Douglas fir_heatwave,yes,298,592,NA,294,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,19,301,24.7,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,20,299,56.6,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,21,298,58.6,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME07,Ambient_HW,Drought,yes,6.79,390,5,8.37,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,298,592,298,294,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,1,697,247.1,10,alive,0,Douglas fir_heatwave,yes,372,697,697,325,325,100
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,2,690,342.5,10,alive,0,Douglas fir_heatwave,yes,372,697,690,325,318,97.8461538461539
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,3,652,331.2,10,alive,0,Douglas fir_heatwave,yes,372,697,652,325,280,86.1538461538462
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,4,630,353.5,10,alive,0,Douglas fir_heatwave,yes,372,697,630,325,258,79.3846153846154
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,5,599,254.8,10,alive,0,Douglas fir_heatwave,yes,372,697,599,325,227,69.8461538461538
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,6,555,254.2,10,alive,0,Douglas fir_heatwave,yes,372,697,555,325,183,56.3076923076923
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,7,517,130.2,10,alive,0,Douglas fir_heatwave,yes,372,697,517,325,145,44.6153846153846
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,8,424,59.3,10,alive,0,Douglas fir_heatwave,yes,372,697,424,325,52,16
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,9,414,59.6,10,alive,0,Douglas fir_heatwave,yes,372,697,414,325,42,12.9230769230769
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,10,405,68.6,10,alive,0,Douglas fir_heatwave,yes,372,697,405,325,33,10.1538461538462
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,11,396,40.4,10,alive,0,Douglas fir_heatwave,yes,372,697,396,325,24,7.38461538461539
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,12,391,84.9,10,alive,0,Douglas fir_heatwave,yes,372,697,391,325,19,5.84615384615385
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,13,387,56.8,25,alive,0,Douglas fir_heatwave,yes,372,697,387,325,15,4.61538461538462
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,14,385,85.6,25,alive,0,Douglas fir_heatwave,yes,372,697,385,325,13,4
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,15,383,97.1,25,dead,1,Douglas fir_heatwave,yes,372,697,383,325,11,3.38461538461538
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,16,NA,44.3,NA,dead,1,Douglas fir_heatwave,yes,372,697,NA,325,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,17,382,NA,90,dead,1,Douglas fir_heatwave,yes,372,697,382,325,10,3.07692307692308
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,18,NA,NA,75,dead,1,Douglas fir_heatwave,yes,372,697,NA,325,NA,NA
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,19,377,26.7,75,dead,1,Douglas fir_heatwave,yes,372,697,377,325,5,1.53846153846154
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,20,375,53.5,90,dead,1,Douglas fir_heatwave,yes,372,697,375,325,3,0.923076923076923
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,21,372,58,90,dead,1,Douglas fir_heatwave,yes,372,697,372,325,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,22,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,372,697,372,325,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,23,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,372,697,372,325,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME08,Ambient_HW,Drought,yes,6.23,394,5,8.87,24,NA,NA,NA,dead,1,Douglas fir_heatwave,yes,372,697,372,325,0,0
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,1,633,80.4,10,alive,0,Douglas fir_heatwave,yes,325,633,633,308,308,100
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,2,627,342.2,10,alive,0,Douglas fir_heatwave,yes,325,633,627,308,302,98.0519480519481
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,3,594,266.3,10,alive,0,Douglas fir_heatwave,yes,325,633,594,308,269,87.3376623376623
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,4,571,297.4,10,alive,0,Douglas fir_heatwave,yes,325,633,571,308,246,79.8701298701299
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,5,545,103.2,10,alive,0,Douglas fir_heatwave,yes,325,633,545,308,220,71.4285714285714
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,6,510,109.2,10,alive,0,Douglas fir_heatwave,yes,325,633,510,308,185,60.0649350649351
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,7,521,136.7,10,alive,0,Douglas fir_heatwave,yes,325,633,521,308,196,63.6363636363636
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,8,396,67.5,10,alive,0,Douglas fir_heatwave,yes,325,633,396,308,71,23.0519480519481
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,9,381,77.1,10,alive,0,Douglas fir_heatwave,yes,325,633,381,308,56,18.1818181818182
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,10,368,84.3,10,alive,0,Douglas fir_heatwave,yes,325,633,368,308,43,13.961038961039
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,11,354,39.8,10,alive,0,Douglas fir_heatwave,yes,325,633,354,308,29,9.41558441558442
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,12,344,75.9,10,alive,0,Douglas fir_heatwave,yes,325,633,344,308,19,6.16883116883117
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,13,339,76.9,25,alive,0,Douglas fir_heatwave,yes,325,633,339,308,14,4.54545454545455
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,14,336,87.2,25,alive,0,Douglas fir_heatwave,yes,325,633,336,308,11,3.57142857142857
1,2,Pseudotsuga menziesii,Douglas fir,PSME,PSME09,Ambient_HW,Drought,yes,7.46,440,7,8.54,15,334,77.3,25,dead,1,Douglas fir_heatwave,yes,325,633,334,308,9,2.92207792207792
